Parallel25NoMalloc
1B.bin; 5787.04
10B.bin; 61996.3
100B.bin; 618047
1KB.bin; 4.98054e+06
10KB.bin; 1.41515e+07
100KB.bin; 1.89587e+07
1MB.bin; 1.92505e+07
10MB.bin; 2.0452e+07
